ID;residual sugar;chlorides;flavanoids;free sulfur dioxide;total sulfur dioxide;density;pH;magnesium;sulphates;alcohol;lightness;quality
2950;5;0,078;0,38;30;139;0,99494;3,1;0,49;0,36;9;0,13;6
2951;1,8;0,042;0,38;8;108;0,9929;3,08;0,62;0,55;9;0,12;5
2952;1,6;0,044;0,38;17;101;0,99471;3,37;0,07;0,53;10;0,11;5
2953;1,8;0,041;0,38;9;109;0,9929;3,08;0,21;0,54;9;0,13;5
2954;1,8;0,042;0,38;8;108;0,9929;3,08;0,96;0,55;9;0,12;5
2955;2,9;0,036;0,38;25;79;0,99037;3,29;0,97;0,6;12,4;0,09;7
2956;6;0,042;0,38;28;123;0,99304;3,14;0,60;0,44;11,3;0,09;5
2957;0,9;0,034;0,38;36;86;0,99026;2,8;0,64;0,55;12;0,1;6
2958;1,1;0,031;0,38;37;94;0,98986;3,01;0,07;0,56;11,7;0,1;6
2959;1,6;0,044;0,38;17;101;0,99471;3,37;0,93;0,53;10;0,11;5
2960;5,45;0,016;0,38;26;90;0,98951;2,84;0,57;0,54;13,2;0,08;7
2961;14,05;0,04;0,38;41;114;0,99634;3,07;0,84;0,59;11;0,11;7
2962;8;0,03;0,38;30;114;0,99368;3,22;0,22;0,54;11;0,1;6
2963;13,1;0,112;0,38;14;94;0,99792;3,02;0,08;0,48;9,2;0,13;5
2964;4,9;0,021;0,38;38;113;0,99026;3,08;0,85;0,48;13;0,09;7
2965;1,3;0,044;0,38;38;128;0,99362;3,77;0,50;0,6;10,6;0,11;5
2966;2,2;0,021;0,38;31;119;0,98919;3,55;0,81;0,49;13;0,09;8
2967;14,9;0,051;0,38;33;118;0,99835;3,04;0,09;0,54;9;0,13;6
2968;14,9;0,051;0,38;33;118;0,99835;3,04;0,20;0,54;9;0,12;6
2969;0,95;0,021;0,38;52;148;0,99038;2,93;0,76;0,32;11,5;0,09;5
2970;1,4;0,025;0,38;17;76;0,99104;3,11;0,47;0,44;11;0,11;6
2971;0,95;0,021;0,38;52;148;0,99038;2,93;0,19;0,32;11,5;0,1;5
2972;1,7;0,05;0,38;10;112;0,99286;3,11;0,34;0,43;9,9;0,12;5
2973;5,6;0,039;0,38;31;128;0,99296;3,12;0,31;0,46;10,4;0,11;6
2974;14,9;0,051;0,38;33;118;0,99835;3,04;0,76;0,54;9;0,12;6
2975;7,1;0,056;0,38;50;110;0,9954;3,06;0,93;0,52;9,9;0,12;6
2976;1,2;0,045;0,38;71;162;0,9914;3,07;0,62;0,47;11;0,1;6
2977;9,6;0,026;0,38;34;124;0,99286;3,18;0,98;0,35;12,1;0,08;6
2978;11,4;0,044;0,38;45;131;0,99604;2,96;0,05;0,51;9,7;0,11;6
2979;11,4;0,044;0,38;45;131;0,99604;2,96;0,26;0,51;9,7;0,12;6
2980;7,9;0,034;0,38;39;123;0,99119;2,99;0,75;0,3;12,2;0,09;7
2981;5;0,016;0,38;31;113;0,99007;3,15;0,79;0,31;12,4;0,09;7
2982;11,1;0,033;0,38;30;97;0,99507;3,03;0,16;0,39;10,5;0,1;7
2983;8;0,05;0,38;29;213;0,99596;3,28;0,98;0,57;10,4;0,1;6
2984;3,8;0,029;0,38;48;180;0,99011;3,15;0,37;0,34;12;0,1;6
2985;10,55;0,037;0,38;4;28;0,99184;3,07;0,05;0,32;12,7;0,08;6
2986;10,2;0,039;0,38;29;115;0,99469;3,11;0,91;0,45;10,9;0,1;7
2987;10,2;0,039;0,38;29;115;0,99469;3,11;0,70;0,45;10,9;0,1;7
2988;9,8;0,039;0,38;29;113;0,99406;3,11;0,89;0,45;10,9;0,11;7
2989;6,3;0,034;0,38;17;103;0,99305;3,15;0,45;0,52;11,4;0,1;7
2990;1,1;0,036;0,38;74;184;0,99096;3,22;0,36;0,41;11;0,1;6
2991;4,5;0,032;0,38;58;178;0,98956;3,45;0,12;0,31;12,6;0,09;7
2992;6,3;0,034;0,38;45;152;0,9921;3,29;0,88;0,46;11,6;0,1;7
2993;10,9;0,038;0,38;29;130;0,99496;3,11;0,69;0,44;10,5;0,11;7
2994;9,8;0,039;0,38;29;113;0,99406;3,11;0,83;0,45;10,9;0,1;7
2995;9,8;0,039;0,38;29;113;0,99406;3,11;0,32;0,45;10,9;0,09;7
2996;0,8;0,037;0,38;42;119;0,9888;3,03;0,82;0,37;12,5;0,1;6
2997;0,8;0,034;0,38;32;111;0,98942;3,11;0,90;0,5;12,1;0,1;8
2998;1,2;0,035;0,38;35;158;0,99082;3,02;0,14;0,58;11,3;0,11;6
2999;1,3;0,025;0,38;18;112;0,98802;3,07;0,82;0,64;13,3;0,08;7
3000;9,8;0,039;0,38;29;113;0,99406;3,11;0,33;0,45;10,9;0,11;7
3001;10,2;0,039;0,38;29;115;0,99469;3,11;0,51;0,45;10,9;0,1;7
3002;10,9;0,038;0,38;29;130;0,99496;3,11;0,28;0,44;10,5;0,11;7
3003;6,3;0,034;0,38;45;152;0,9921;3,29;0,21;0,46;11,6;0,09;7
3004;6,3;0,034;0,38;17;103;0,99305;3,15;0,92;0,52;11,4;0,09;7
3005;1,2;0,034;0,38;26;111;0,99074;3,16;0,35;0,51;11;0,11;6
3006;0,9;0,037;0,38;40;156;0,98968;3,08;0,22;0,36;12,1;0,1;6
3007;1,1;0,036;0,38;74;184;0,99096;3,22;0,68;0,41;11;0,1;6
3008;4,5;0,032;0,38;58;178;0,98956;3,45;0,63;0,31;12,6;0,08;7
3009;3,7;0,03;0,38;54;173;0,9887;3,36;0,92;0,3;13;0,08;7
3010;18,1;0,054;0,38;50;221;0,99941;2,94;0,47;0,64;8,8;0,12;6
3011;1,35;0,061;0,38;30,5;218;0,99388;3,16;0,16;0,53;9,5;0,11;5
3012;5,5;0,029;0,38;30;105;0,99206;3,2;0,71;0,47;11,8;0,09;6
3013;3,1;0,026;0,38;29;93;0,99035;3,14;0,10;0,45;12,2;0,09;6
3014;12,85;0,042;0,38;36;105;0,99581;3,05;0,83;0,55;10,7;0,1;6
3015;19,8;0,04;0,38;12;67;0,9976;3,07;0,14;0,38;11;0,11;6
3016;8,25;0,02;0,38;14;104;0,99362;2,99;0,07;0,44;11,4;0,1;6
3017;12,85;0,042;0,38;36;105;0,99581;3,05;0,59;0,55;10,7;0,11;6
3018;3,8;0,035;0,38;57;135;0,99016;3,09;0,81;0,34;12;0,1;6
3019;6,9;0,037;0,38;33;121;0,99176;3,02;0,99;0,39;11,9;0,1;8
3020;8,25;0,02;0,38;14;104;0,99362;2,99;0,17;0,44;11,4;0,1;6
3021;11,7;0,029;0,38;3;46;0,99439;3,02;0,52;0,34;11,8;0,1;6
3022;4,6;0,046;0,38;6;88;0,99458;3,34;0,97;0,48;10,6;0,11;4
3023;4;0,05;0,38;24;133;0,99418;3,06;0,53;0,38;9,7;0,12;5
3024;19,8;0,04;0,38;12;67;0,9976;3,07;0,74;0,38;11;0,1;6
3025;12,85;0,042;0,38;36;105;0,99581;3,05;0,92;0,55;10,7;0,11;6
3026;1,2;0,045;0,38;69;152;0,99178;3,76;0,74;0,63;11;0,09;7
3027;8,9;0,024;0,38;17;118;0,99456;2,99;0,11;0,34;10,5;0,1;6
3028;11,7;0,035;0,38;44;150;0,99578;3,1;0,73;0,45;10,4;0,1;5
3029;6,2;0,05;0,38;21;138;0,99546;3,2;0,43;0,55;10,5;0,11;6
3030;14,8;0,024;0,38;22;142;0,99518;3,12;0,28;0,48;12;0,1;8
3031;14,8;0,024;0,38;22;142;0,99518;3,12;0,88;0,48;12;0,1;8
3032;10,8;0,042;0,38;33;124;0,99646;3,22;0,18;0,41;9,2;0,11;6
3033;1,6;0,036;0,38;15;92;0,99264;3,37;0,32;0,49;10,9;0,11;5
3034;8,3;0,045;0,38;50;185;0,99578;3,15;0,56;0,5;9,5;0,12;6
3035;8,4;0,042;0,38;36;156;0,99604;3,15;0,53;0,55;9,4;0,11;6
3036;2,5;0,026;0,38;31;85;0,99014;3,13;0,90;0,5;11,3;0,1;7
3037;3,5;0,054;0,38;26;189;0,99489;3,42;0,84;0,58;10,4;0,12;5
3038;17,2;0,037;0,38;57;170;0,99884;3,26;0,69;0,57;9,4;0,13;6
3039;2,1;0,027;0,38;43;104;0,99054;3,02;0,76;0,52;11,3;0,11;6
3040;12,2;0,044;0,38;59;196;0,99782;3,14;0,33;0,4;8,8;0,12;6
3041;11,8;0,045;0,38;58;130;0,99519;3,2;0,47;0,35;10,8;0,1;5
3042;16,8;0,037;0,38;58;173;0,99882;3,25;0,64;0,57;9,4;0,12;6
3043;17,2;0,037;0,38;57;170;0,99884;3,26;0,38;0,57;9,4;0,11;6
3044;1,1;0,154;0,38;46;114;0,9931;2,95;0,55;0,43;9,2;0,11;6
3045;14,7;0,044;0,38;15;144;0,99666;3,12;0,76;0,53;10,3;0,11;6
3046;5,5;0,034;0,38;21;99;0,99324;3,09;0,03;0,57;9,9;0,12;6
3047;6,1;0,027;0,38;38;112;0,99086;3,19;0,92;0,34;12,4;0,08;6
3048;1,2;0,041;0,38;42;167;0,9908;3,11;0,59;0,44;11,9;0,08;5
3049;1,3;0,023;0,38;33;132;0,99067;3,11;0,75;0,56;11,7;0,09;6
3050;8,7;0,126;0,38;49;199;0,99711;2,98;0,99;0,57;9,4;0,12;5
3051;1,7;0,039;0,38;138,5;272;0,99452;3,53;0,11;0,53;9,6;0,12;4
3052;8,7;0,126;0,38;49;199;0,99711;2,98;0,18;0,57;9,4;0,12;5
3053;10,2;0,043;0,38;78;175;0,9945;2,98;0,81;0,43;10,4;0,11;7
3054;4,5;0,042;0,38;26;102;0,99427;3,09;0,50;0,47;9,5;0,11;5
3055;5,9;0,036;0,38;7;73;0,99152;3,2;0,84;0,43;11,9;0,1;6
3056;1,7;0,024;0,38;36;116;0,98935;3,18;0,27;0,4;12,5;0,09;6
3057;1,4;0,016;0,38;6;55;0,98876;3,16;0,90;0,4;13,4;0,08;5
3058;5,4;0,026;0,38;27;114;0,99174;3,13;0,27;0,84;12,7;0,08;5
3059;7,9;0,045;0,38;54;208;0,99572;3,17;0,31;0,46;9,1;0,13;5
3060;1,1;0,026;0,38;23;58;0,99184;2,9;0,68;0,5;10,5;0,11;6
3061;7;0,046;0,38;58;176;0,99454;3,19;0,87;0,7;10,4;0,11;5
3062;7;0,046;0,38;58;176;0,99454;3,19;0,07;0,7;10,4;0,11;5
3063;7,6;0,03;0,38;30;110;0,99164;3,08;0,46;0,59;12,5;0,08;8
3064;7;0,046;0,38;58;176;0,99454;3,19;0,21;0,7;10,4;0,12;5
3065;12,3;0,038;0,38;77;183;0,99778;2,95;0,55;0,48;9;0,13;5
3066;15,3;0,045;0,38;54;120;0,9975;3,18;0,67;0,42;9,8;0,11;6
3067;12,3;0,038;0,38;77;183;0,99778;2,95;0,93;0,48;9;0,12;5
3068;1,2;0,033;0,38;29;142;0,99205;3,17;0,34;0,43;10,7;0,1;4
3069;2,3;0,033;0,38;28;111;0,98962;3,16;0,32;0,49;12,4;0,09;6
3070;6,1;0,029;0,38;6;76;0,99118;3,08;0,54;0,5;12,5;0,1;8
3071;7,6;0,03;0,38;30;110;0,99164;3,08;0,89;0,59;12,5;0,09;8
3072;10,2;0,028;0,38;20;82;0,99274;3,1;0,98;0,43;12,1;0,09;7
3073;4,1;0,041;0,38;95;163;0,99184;2,92;0,79;0,59;11,3;0,09;6
3074;2,9;0,039;0,38;48;122;0,99052;3,25;0,54;0,43;12;0,09;5
3075;8,5;0,042;0,38;29;141;0,99546;3,28;0,69;0,6;10,4;0,11;5
3076;1,5;0,042;0,38;23;87;0,98972;3,11;0,25;0,46;12,2;0,09;7
3077;3,1;0,039;0,38;24;115;0,9942;3,05;0,77;0,43;8,6;0,13;5
3078;7,9;0,045;0,38;54;208;0,99572;3,17;0,79;0,46;9,1;0,11;5
3079;3,5;0,028;0,38;35;91;0,99022;2,96;0,58;0,33;12,1;0,09;5
3080;4,9;0,032;0,38;9;125;0,99253;3,32;0,61;0,81;12;0,09;5
3081;1,1;0,026;0,38;23;58;0,99184;2,9;0,27;0,5;10,5;0,11;6
3082;7;0,046;0,38;58;176;0,99454;3,19;0,55;0,7;10,4;0,11;5
3083;1,2;0,029;0,38;10;102;0,9903;3,46;0,35;0,42;11,9;0,09;6
3084;4,5;0,024;0,38;28;94;0,98906;3,25;0,50;0,52;13,7;0,08;7
3085;2,6;0,03;0,38;33;78;0,99146;3,22;0,24;0,72;11,3;0,1;6
3086;9,9;0,036;0,38;24;88;0,9951;3,02;0,22;0,42;10,5;0,11;6
3087;4,5;0,024;0,38;28;94;0,98906;3,25;0,21;0,52;13,7;0,08;7
3088;9,5;0,041;0,38;38;201;0,995;3,14;0,44;0,44;10,1;0,11;3
3089;1,5;0,024;0,38;12;76;0,98876;2,94;0,91;0,39;12,3;0,1;6
3090;3,2;0,031;0,38;20;89;0,98956;3,06;0,13;0,33;12;0,1;7
3091;2,6;0,03;0,38;33;78;0,99146;3,22;0,71;0,72;11,3;0,1;6
3092;11,2;0,04;0,38;61;183;0,99592;3,12;0,26;0,51;9,5;0,11;6
3093;3,2;0,043;0,38;28;152;0,99129;3,02;0,90;0,53;11,4;0,09;6
3094;2,3;0,045;0,38;40;118;0,99064;3,16;0,96;0,48;11,9;0,1;7
3095;4,9;0,032;0,38;3;18;0,99368;2,85;0,75;0,54;10;0,11;6
3096;4,9;0,032;0,38;3;18;0,99368;2,85;0,86;0,54;10;0,11;6
3097;1,4;0,034;0,38;19;102;0,99121;3,23;0,01;0,6;11,3;0,1;7
3098;1,5;0,045;0,38;30;133;0,99104;3,25;0,58;0,48;11,7;0,1;5
3099;6,7;0,022;0,38;44;129;0,99221;3,36;0,94;0,39;11;0,1;7
3100;2,1;0,033;0,38;34;111;0,98924;2,97;0,16;0,48;12,2;0,09;7
3101;4,3;0,028;0,38;57;124;0,99176;2,91;0,59;0,54;10,7;0,1;7
3102;10,9;0,038;0,38;25;84;0,99432;3,11;0,75;0,34;10,9;0,09;6
3103;7;0,04;0,38;18;113;0,99366;3,17;0,37;0,38;10,2;0,12;6
3104;2,3;0,045;0,38;40;118;0,99064;3,16;0,46;0,48;11,9;0,1;7
3105;2,5;0,047;0,38;20;130;0,99178;3,15;0,73;0,48;11,1;0,1;5
3106;2,6;0,045;0,38;26;159;0,99126;3;0,47;0,5;11,2;0,09;6
3107;3,2;0,043;0,38;28;152;0,99129;3,02;0,33;0,53;11,4;0,1;6
3108;2,5;0,047;0,38;31;169;0,99252;3,07;0,74;0,57;10,6;0,1;6
3109;14,7;0,047;0,38;33;151;0,99709;3,03;0,94;0,53;10,3;0,11;5
3110;4,5;0,054;0,38;31;203;0,99513;3,4;0,32;0,57;10,4;0,1;4
3111;2,2;0,033;0,38;19;111;0,99045;3,1;0,64;0,62;11,9;0,09;6
3112;1,9;0,036;0,38;41;98;0,99;3,19;0,74;0,43;11,9;0,1;7
3113;1,6;0,043;0,38;24;129;0,99305;3,12;0,02;0,7;10,4;0,11;5
3114;17,3;0,052;0,38;22;126;0,99888;3,11;0,57;0,47;9,2;0,12;6
3115;4,2;0,04;0,38;37;117;0,99182;3,24;0,40;0,43;11,3;0,09;6
3116;4,2;0,04;0,38;37;117;0,99182;3,24;0,58;0,43;11,3;0,09;6
3117;2,5;0,034;0,38;35;89;0,9913;3,25;0,84;0,5;11;0,11;7
3118;1,9;0,036;0,38;41;98;0,99;3,19;0,58;0,43;11,9;0,09;7
3119;1,4;0,031;0,38;47;147;0,98836;3,08;0,47;0,64;12,9;0,09;7
3120;0,8;0,027;0,38;3;21;0,9897;3,09;0,03;0,31;10,8;0,09;5
3121;8;0,049;0,38;53;206;0,99586;3,16;0,18;0,47;9,1;0,11;6
3122;1,6;0,043;0,38;24;129;0,99305;3,12;0,53;0,7;10,4;0,11;5
3123;1,7;0,03;0,38;31;103;0,98892;3,35;0,32;0,37;12,9;0,08;6
3124;5,5;0,037;0,38;10;86;0,99156;3,46;0,26;0,44;12,2;0,1;5
3125;17,3;0,052;0,38;22;126;0,99888;3,11;0,31;0,47;9,2;0,11;6
3126;8,6;0,052;0,38;41;150;0,99534;3,06;0,58;0,46;10,3;0,11;5
3127;6,9;0,059;0,38;47;128;0,99322;3,08;0,62;0,46;11;0,11;7
3128;2,1;0,043;0,38;10;98;0,99296;3,17;0,83;0,65;11;0,1;5
3129;2,2;0,039;0,38;31;100;0,99098;3,69;0,04;0,62;11,7;0,1;6
3130;1,5;0,039;0,38;37;122;0,98972;3,2;0,20;0,43;12;0,09;6
3131;2,5;0,047;0,38;30;148;0,98964;3,17;0,86;0,43;12,7;0,08;6
3132;17,6;0,061;0,38;59;198;0,99918;3,11;0,72;0,49;8,8;0,12;5
3133;4,2;0,04;0,38;37;117;0,99182;3,24;0,19;0,43;11,3;0,09;6
3134;2,9;0,034;0,38;38;121;0,99008;3,19;0,62;0,4;12,8;0,09;6
3135;4,8;0,043;0,38;45;114;0,992;3,18;0,96;0,44;11,2;0,1;6
3136;11,9;0,057;0,38;51;221;0,99851;3,26;0,13;0,51;8,9;0,13;6
3137;0,9;0,04;0,38;52;103;0,99026;3,5;0,65;0,39;11,2;0,09;5
3138;1,3;0,051;0,38;42;135;0,9906;3,23;0,50;0,4;11,1;0,11;6
3139;6,4;0,042;0,38;34;115;0,99293;3,05;0,99;0,51;10,8;0,1;6
3140;4,3;0,045;0,38;33;126;0,99658;3,18;0,32;0,42;9,3;0,11;6
3141;11,9;0,057;0,38;51;221;0,99851;3,26;0,48;0,51;8,9;0,13;6
3142;8,1;0,038;0,38;9;34;0,9911;3,22;0,67;0,36;12,7;0,1;7
3143;1,3;0,045;0,38;35;140;0,9904;3,16;0,43;0,4;12;0,1;6
3144;0,9;0,04;0,38;52;103;0,99026;3,5;0,34;0,39;11,2;0,09;5
3145;17,2;0,039;0,38;37;130;0,99946;3,23;0,46;0,43;8,8;0,13;6
3146;17,2;0,039;0,38;37;130;0,99946;3,23;0,49;0,43;8,8;0,13;6
3147;17,2;0,039;0,38;37;130;0,99946;3,23;0,54;0,43;8,8;0,12;6
3148;8,7;0,038;0,38;45;154;0,99568;3,2;0,24;0,47;10,4;0,11;6
3149;17,2;0,039;0,38;37;130;0,99946;3,23;0,23;0,43;8,8;0,13;6
3150;8,7;0,038;0,38;45;154;0,99568;3,2;0,15;0,47;10,4;0,1;6
3151;7,5;0,027;0,38;12;88;0,9907;3,38;0,76;0,45;14;0,07;6
3152;17,2;0,039;0,38;37;130;0,99946;3,23;0,90;0,43;8,8;0,13;6
3153;4,6;0,035;0,38;51;294;0,99018;3,03;0,82;0,43;13,1;0,1;6
3154;3,7;0,029;0,38;30;88;0,98994;3,25;0,75;0,42;12,3;0,09;6
3155;2,2;0,03;0,38;40;109;0,99075;3,27;0,36;0,46;12,6;0,09;6
3156;7,4;0,02;0,38;38;133;0,99212;3,18;0,35;0,44;12;0,09;7
3157;15,1;0,033;0,38;28;124;0,99684;2,87;0,94;0,47;9,5;0,12;5
3158;7,4;0,02;0,38;38;133;0,99212;3,18;0,52;0,44;12;0,1;7
3159;4,8;0,019;0,38;39;114;0,99036;3,08;0,73;0,49;12,7;0,09;7
3160;7,9;0,042;0,38;30;130;0,99456;3,4;0,53;0,39;10,5;0,1;6
3161;1;0,023;0,38;6;80;0,98865;3,15;0,12;0,54;12,9;0,09;6
3162;15,1;0,033;0,38;28;124;0,99684;2,87;0,64;0,47;9,5;0,12;5
3163;7,4;0,02;0,38;38;133;0,99212;3,18;0,52;0,44;12;0,09;7
3164;4,8;0,019;0,38;39;114;0,99036;3,08;0,28;0,49;12,7;0,08;7
3165;4,6;0,024;0,38;20;198;0,99222;3,06;0,11;0,66;11,9;0,1;6
3166;1,4;0,037;0,38;32;123;0,99022;3,24;0,36;0,45;12;0,1;6
3167;6,2;0,031;0,38;42;133;0,99076;3,25;0,02;0,41;12,5;0,08;6
3168;6,1;0,034;0,38;36;118;0,99144;3,21;0,00;0,43;12,1;0,09;7
3169;5,1;0,019;0,38;22;82;0,98961;3,05;0,49;0,36;12,5;0,09;6
3170;6,3;0,043;0,38;28;113;0,9936;3,06;0,02;0,58;9,9;0,1;6
3171;0,9;0,036;0,38;63;147;0,99126;3,02;0,18;0,41;10,7;0,09;6
3172;2,3;0,048;0,38;24;87;0,99044;2,94;0,72;0,35;12;0,09;6
3173;6,6;0,042;0,38;34;116;0,99123;2,97;0,33;0,31;12,2;0,09;8
3174;7,5;0,036;0,38;39;124;0,99123;2,99;0,22;0,32;12,4;0,08;8
3175;8,6;0,038;0,38;37;125;0,9916;3;0,31;0,32;12,4;0,1;8
3176;11,9;0,039;0,38;55;140;0,9959;3,02;0,17;0,31;10,3;0,11;6
3177;2,3;0,048;0,38;24;87;0,99044;2,94;0,42;0,35;12;0,09;6
3178;7,1;0,05;0,38;44;154;0,9931;3,3;0,89;0,4;10,5;0,1;5
3179;4,3;0,051;0,38;23;98;0,99422;3,1;0,26;0,44;9,5;0,11;6
3180;1,1;0,046;0,38;31;106;0,99194;3;0,74;0,35;10,5;0,1;4
3181;1;0,027;0,38;31;90;0,98926;3,24;0,32;0,36;12,3;0,09;6
3182;7,9;0,025;0,38;38;107;0,99306;2,93;0,72;0,37;11,9;0,09;6
3183;1;0,038;0,38;23;131;0,99164;3,25;0,01;0,45;9,8;0,11;5
3184;1;0,027;0,38;31;90;0,98926;3,24;0,06;0,36;12,3;0,09;6
3185;1;0,04;0,38;17;76;0,98988;3,14;0,54;0,56;11,4;0,1;7
3186;7,3;0,041;0,38;49;115;0,99268;3,21;0,88;0,43;11;0,1;6
3187;1,7;0,046;0,38;10;70;0,99373;3,06;0,48;0,56;10,8;0,1;4
3188;1,3;0,027;0,38;42;125;0,98939;3,24;0,35;0,37;12,8;0,08;7
3189;6,4;0,055;0,38;42;123;0,99318;3,11;0,07;0,5;11;0,1;8
3190;1,8;0,035;0,38;42;148;0,99196;3,15;0,12;0,36;10,2;0,1;5
3191;1,5;0,026;0,38;31;114;0,98952;3,32;0,24;0,6;12,5;0,09;7
3192;3,8;0,037;0,38;49;146;0,9911;3,06;0,04;0,37;11,6;0,09;6
3193;7,9;0,025;0,38;38;107;0,99306;2,93;0,30;0,37;11,9;0,09;6
3194;1;0,038;0,38;23;131;0,99164;3,25;0,29;0,45;9,8;0,12;5
3195;1,2;0,036;0,38;7;89;0,99111;3,26;0,95;0,48;11;0,1;5
3196;5,3;0,037;0,38;36;123;0,99321;3,14;0,28;0,52;10,9;0,1;6
3197;9,1;0,044;0,38;35;127;0,99326;2,97;0,21;0,3;11;0,11;7
3198;6,5;0,027;0,38;47;126;0,99124;2,96;0,72;0,37;12,5;0,1;6
3199;9,1;0,044;0,38;35;127;0,99326;2,97;0,91;0,3;11;0,1;7
3200;6,3;0,032;0,38;40;121;0,99214;3,18;0,82;0,53;12;0,09;7
3201;5,1;0,031;0,38;46;145;0,9897;3,14;0,23;0,31;12,4;0,09;7
3202;6,5;0,027;0,38;47;126;0,99124;2,96;0,03;0,37;12,5;0,09;6
3203;2,4;0,022;0,38;34;97;0,98915;3,22;0,20;0,38;12,8;0,08;7
3204;9,1;0,044;0,38;35;127;0,99326;2,97;0,55;0,3;11;0,11;7
3205;7,5;0,035;0,38;34;177;0,99692;3,33;0,85;0,43;9,1;0,13;5
3206;5;0,033;0,38;28;156;0,991;3,11;0,38;0,4;12,4;0,1;7
3207;6,75;0,031;0,38;22;98;0,9913;3,15;0,75;0,8;12,9;0,08;7
3208;1,2;0,045;0,38;24;126;0,99234;3,09;0,05;0,87;10,9;0,11;6
3209;1,6;0,045;0,38;39;164;0,99402;3,53;0,98;0,58;10,8;0,11;5
3210;16,05;0,04;0,38;56;142;0,99678;3,11;0,82;0,38;10,6;0,11;5
3211;5;0,053;0,38;29;106;0,99458;3,13;0,71;0,52;9;0,12;5
3212;12,4;0,043;0,38;52;154;0,99452;3,04;0,33;0,33;12;0,09;6
3213;0,95;0,041;0,38;23;131;0,99033;3,25;0,17;0,35;11,8;0,1;5
3214;4,6;0,041;0,38;67;158;0,9927;3,01;0,86;0,38;10,6;0,1;6
3215;1,7;0,033;0,38;17;74;0,99002;3,34;0,56;0,48;12,3;0,09;6
3216;1;0,104;0,38;20;54;0,99057;3,19;0,47;0,64;11,5;0,1;6
3217;1,3;0,044;0,38;48;111;0,99127;2,97;0,33;0,45;11,1;0,1;5
3218;5;0,053;0,38;29;106;0,99458;3,13;0,91;0,52;9;0,12;5
3219;2,5;0,142;0,38;8;111;0,9927;3;0,52;0,44;9,9;0,11;4
3220;2,6;0,036;0,38;37;92;0,98938;3,27;0,92;0,53;12,8;0,08;7
3221;2,1;0,102;0,38;19;76;0,99001;2,93;0,89;0,57;12,9;0,1;5
3222;12,75;0,034;0,38;8;74;0,99386;3,1;0,10;0,57;12,9;0,09;6
3223;1,1;0,037;0,38;41;115;0,9899;3,01;0,57;0,68;12;0,09;6
3224;12,4;0,043;0,38;52;154;0,99452;3,04;0,97;0,33;12;0,09;6
3225;3,7;0,045;0,38;57;151;0,9913;3,22;0,42;0,27;11,2;0,11;6
3226;2,65;0,041;0,38;35;86;0,98916;3,11;0,25;0,39;13,3;0,09;7
3227;2,5;0,046;0,38;38;125;0,99276;3,34;0,14;0,5;9,9;0,12;6
3228;8,2;0,055;0,38;52;192;0,99586;3,11;0,90;0,52;9,5;0,11;6
3229;7,3;0,054;0,38;58;200;0,99556;3,12;0,91;0,49;9,4;0,11;6
3230;1,1;0,047;0,38;42;119;0,99158;3,48;0,93;0,6;11;0,11;7
3231;6,6;0,056;0,38;60;150;0,99548;2,96;0,90;0,43;9,4;0,11;6
3232;7;0,038;0,38;27;107;0,99206;2,98;0,47;0,82;11,5;0,09;6
3233;14,5;0,038;0,38;6;79;0,99412;3,14;0,08;0,34;12,5;0,09;5
3234;11,8;0,035;0,38;21;93;0,99364;3,18;0,14;0,34;11,9;0,1;6
3235;3;0,054;0,38;22;141;0,99338;3,26;0,92;0,47;10,4;0,1;6
3236;3,7;0,045;0,38;57;151;0,9913;3,22;0,59;0,27;11,2;0,1;6
3237;6;0,035;0,38;44;141;0,99123;3,11;0,87;0,33;12,5;0,1;6
3238;4,6;0,039;0,38;43;147;0,99216;3,18;0,52;0,4;11;0,09;7
3239;2,5;0,059;0,38;37;115;0,99328;3,09;0,71;0,37;9,8;0,1;5
3240;3,3;0,034;0,38;29;99;0,99031;3,1;0,23;0,4;12,3;0,1;7
3241;1;0,036;0,38;29;113;0,9908;3,18;0,64;0,52;11;0,1;6
3242;1,1;0,036;0,38;19;113;0,98871;3,1;0,23;0,46;12,6;0,09;7
3243;1,4;0,036;0,38;42;109;0,99119;3,31;0,00;0,62;11,6;0,1;6
3244;3,3;0,034;0,38;29;99;0,99031;3,1;0,28;0,4;12,3;0,09;7
3245;8,55;0,02;0,38;20;86;0,99146;3,19;0,78;0,22;13,4;0,09;7
3246;2,5;0,059;0,38;37;115;0,99328;3,09;0,46;0,37;9,8;0,11;5
3247;6,7;0,034;0,38;39;116;0,99245;3,18;0,83;0,46;11,5;0,1;6
3248;3,8;0,037;0,38;46;139;0,99116;3,04;0,62;0,38;11,6;0,1;6
3249;4,5;0,039;0,38;41;147;0,9921;3,18;0,29;0,4;11,1;0,1;7
3250;4,6;0,039;0,38;43;147;0,99216;3,18;0,75;0,4;11;0,09;7
3251;4,2;0,043;0,38;52;131;0,99162;3,06;0,97;0,54;11,3;0,1;6
3252;11,3;0,043;0,38;64;173;0,99632;3,08;0,94;0,53;9,9;0,12;6
3253;5,5;0,025;0,38;31;105;0,99082;3,06;0,85;0,33;12,6;0,08;8
3254;4,2;0,029;0,38;37;100;0,9905;3,3;0,79;0,36;11,8;0,09;8
3255;2,2;0,042;0,38;54;201;0,99177;3,03;0,58;0,5;11,4;0,09;5
